"name","SCHOOLID","Gender","One player games","Collaborative games","Use email","Chat on line","Social networks","Browse the Internet for fun","Read news","Obtain practical information","Download music","Upload content","Internet for school","Email students","Email teachers","Download from School","Announcements","Homework","Share school material"
"Australia","0000562","Male",0,4,4,4,4,4,4,4,4,1,2,3,0,1,2,1,3
"Australia","0000562","Female",0,0,1,2,2,4,1,0,2,0,3,2,0,0,0,4,2
"Australia","0000562","Female",0,0,1,0,4,4,0,1,4,0,1,0,0,0,0,4,1
"Australia","0000562","Female",0,0,2,0,4,4,3,1,0,0,1,0,1,0,0,2,0
"Australia","0000562","Female",0,0,2,2,0,2,2,2,0,0,2,1,0,0,1,3,2
"Australia","0000563","Female",0,0,4,0,2,2,2,1,1,0,4,4,2,1,1,4,2
"Australia","0000563","Female",0,0,2,0,3,3,2,2,2,0,3,3,2,0,0,3,0
"Australia","0000563","Female",0,0,2,3,4,2,4,3,0,0,2,2,2,1,1,4,1
"Australia","0000563","Female",1,0,3,4,4,3,2,2,3,0,3,3,2,1,0,3,2
"Australia","0000563","Female",0,0,4,0,4,3,2,3,1,1,3,3,2,1,0,4,2
"Australia","0000563","Female",3,0,4,0,0,3,0,0,0,0,3,4,4,4,4,4,4
"Australia","0000563","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","0000563","Female",3,0,4,3,4,3,0,0,2,0,3,2,2,1,0,4,1
"Australia","0000563","Female",0,0,4,0,0,2,0,0,2,0,2,4,2,1,0,4,2
"Australia","0000563","Female",0,0,4,4,4,4,4,3,1,3,3,4,4,4,0,4,2
"Australia","0000563","Female",4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4
"Australia","0000563","Female",1,1,3,4,4,3,2,2,2,0,3,2,1,2,1,4,1
"Australia","0000563","Female",0,0,2,3,4,3,1,2,2,2,3,3,2,2,1,4,2
"Australia","0000563","Female",2,1,4,4,4,4,3,2,3,0,2,4,3,1,1,4,1
"Australia","0000563","Female",3,0,4,4,4,4,0,2,3,0,2,2,2,1,3,2,1
"Australia","0000563","Female",2,0,4,0,4,2,1,3,3,1,2,2,2,1,0,4,2
"Australia","0000563","Female",2,0,2,2,3,3,1,1,1,0,2,2,2,1,0,3,1
"Australia","0000563","Female",1,1,4,0,4,4,1,4,2,1,3,3,2,1,0,4,3
"Australia","0000563","Female",3,0,4,4,4,4,2,3,3,4,2,3,2,2,4,4,3
"Australia","0000563","Female",1,1,4,3,4,3,2,3,3,0,3,3,4,2,2,4,3
"Australia","0000564","Male",2,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,2
"Australia","0000564","Female",0,0,2,3,4,2,1,3,2,0,3,3,3,1,0,3,3
"Australia","0000564","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","0000564","Male",1,3,2,3,1,2,3,3,1,2,3,2,2,2,1,3,2
"Australia","0000564","Female",0,0,2,4,4,2,1,2,2,3,3,3,3,2,2,4,2
"Australia","0000564","Male",2,0,2,2,3,4,2,2,3,3,3,3,3,2,2,3,3
"Australia","0000564","Female",0,0,2,3,4,4,1,1,4,3,4,4,2,3,1,4,0
"Australia","0000564","Female",2,2,3,1,1,2,0,0,2,2,3,2,2,2,1,2,1
"Australia","0000564","Male",3,3,1,4,4,4,4,3,4,1,3,2,1,4,1,4,4
"Australia","0000564","Female",2,3,4,4,4,3,2,2,3,1,0,1,0,0,0,0,1
"Australia","0000564","Male",0,2,3,0,3,2,2,3,2,0,3,3,2,1,0,4,3
"Australia","0000564","Female",0,0,2,3,4,2,2,2,1,0,3,3,3,3,2,3,3
"Australia","0000564","Female",0,0,2,0,3,1,1,0,1,0,3,1,1,0,0,3,3
"Australia","0000564","Female",1,1,3,3,3,4,4,3,4,2,4,4,4,4,4,4,2
"Australia","0000564","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","0000564","Male",3,3,3,4,4,4,4,0,4,0,2,2,2,2,2,3,2
"Australia","0000564","Female",0,0,2,2,2,1,1,1,1,0,2,1,2,2,0,3,1
"Australia","0000564","Female",0,0,3,0,4,1,1,1,3,0,3,3,4,2,2,4,3
"Australia","0000564","Female",0,0,1,0,3,1,0,3,3,2,2,3,3,2,1,4,2
"Australia","0000564","Male",4,4,4,4,4,4,2,1,2,0,2,1,2,2,0,3,0
"Australia","0000565","Female",2,2,3,0,4,3,2,3,1,0,2,1,1,0,0,3,1
"Australia","0000565","Female",3,0,0,4,4,4,4,4,4,0,2,0,0,0,0,1,0
"Australia","0000565","Male",2,1,0,0,4,4,4,0,0,0,2,0,0,0,0,2,0
"Australia","0000565","Female",0,0,1,2,2,0,0,0,2,0,0,0,0,0,0,0,0
"Australia","0000565","Female",0,0,3,0,4,4,2,3,1,0,2,0,0,0,0,2,0
"Australia","0000565","Male",4,4,4,4,4,4,2,2,4,3,2,3,0,1,0,3,0
"Australia","0000565","Male",4,4,3,4,4,4,2,2,4,4,0,0,0,0,0,0,0
"Australia","0000565","Female",0,0,2,3,4,2,0,3,3,2,2,0,0,0,0,2,1
"Australia","0000565","Male",2,0,1,0,4,4,1,1,3,2,1,0,0,1,0,2,0
"Australia","0000565","Male",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"Australia","0000565","Male",4,4,1,4,4,4,0,3,4,4,2,0,0,0,0,0,0
"Australia","0000565","Male",0,4,0,4,4,4,0,0,4,0,0,4,0,1,0,1,0
"Australia","0000565","Male",1,0,0,4,4,3,0,2,1,0,1,0,0,0,0,1,1
"Australia","0000565","Male",4,4,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0
"Australia","0000565","Male",3,2,0,0,2,2,0,0,2,0,3,0,0,0,0,3,2
"Australia","0000565","Male",2,3,1,3,2,2,1,2,2,0,2,0,1,1,1,2,1
"Australia","0000565","Male",1,3,NA,2,4,2,2,2,3,0,1,3,0,0,0,1,0
"Australia","0000565","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","0000566","Male",1,0,1,0,3,3,1,1,2,1,1,1,1,1,1,1,1
"Australia","0000566","Female",3,2,3,3,3,3,2,2,3,3,2,2,2,2,2,2,2
"Australia","0000566","Male",1,1,1,0,4,1,0,2,2,0,2,0,1,0,0,2,0
"Australia","0000566","Male",1,1,1,0,4,1,0,0,2,0,2,0,0,0,0,2,0
"Australia","0000566","Male",1,0,2,1,3,3,2,3,3,0,2,3,2,3,0,3,0
"Australia","0000566","Female",0,1,2,3,4,3,1,3,1,0,2,0,1,0,0,2,0
"Australia","0000566","Female",2,2,3,3,4,4,1,2,4,1,2,2,2,1,0,2,1
"Australia","0000566","Male",0,3,1,3,4,4,3,2,3,0,2,0,0,0,0,2,0
"Australia","0000566","Female",2,1,3,0,4,4,0,2,2,1,2,0,1,0,1,3,0
"Australia","0000566","Male",0,0,3,0,4,3,2,2,1,0,0,0,0,0,0,2,0
"Australia","0000566","Female",1,0,2,1,4,2,0,2,2,1,3,1,1,1,0,4,0
"Australia","0000566","Female",2,0,0,2,2,3,0,2,4,2,1,0,0,0,0,1,0
"Australia","0000566","Female",0,0,1,0,4,4,0,0,4,4,0,0,0,1,1,2,3
"Australia","0000567","Female",2,1,2,4,4,4,1,3,1,0,3,2,2,2,2,3,1
"Australia","0000567","Female",1,0,2,3,4,3,2,2,0,0,2,1,0,1,0,1,1
"Australia","0000567","Female",2,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Australia","0000567","Female",2,0,3,3,4,2,1,2,1,0,3,2,2,1,2,3,1
"Australia","0000567","Female",0,0,1,4,4,4,3,3,4,1,3,0,2,1,0,3,1
"Australia","0000567","Female",3,0,4,4,4,4,3,4,4,4,4,4,4,2,1,4,3
"Australia","0000567","Female",1,0,3,2,3,4,0,1,3,2,2,1,1,2,3,4,1
"Australia","0000567","Female",0,0,2,0,4,3,1,2,2,0,2,2,2,1,1,3,1
"Australia","0000567","Female",0,0,3,0,0,4,0,2,2,0,2,1,0,0,0,2,0
"Australia","0000567","Female",1,0,NA,NA,4,4,1,1,3,0,1,0,1,1,0,2,0
"Australia","0000567","Female",1,0,1,0,4,3,1,1,3,0,2,1,0,1,0,2,0
"Australia","0000567","Female",2,0,1,4,4,4,0,2,3,3,2,0,0,0,0,0,0
"Australia","0000567","Female",2,1,2,3,4,2,0,1,2,1,2,2,2,2,1,2,2
"Australia","0000567","Female",1,0,3,3,4,4,0,1,2,1,1,1,1,1,0,1,1
"Australia","0000567","Female",0,0,2,0,0,3,2,2,2,0,1,0,1,2,2,3,0
"Australia","0000567","Female",0,0,3,2,3,2,1,2,2,1,2,1,0,0,0,2,0
"Australia","0000567","Female",0,0,1,1,4,4,1,1,3,0,1,0,0,0,0,1,0
"Australia","0000567","Female",2,1,1,0,3,1,0,1,2,0,1,0,0,0,0,1,0
"Australia","0000567","Female",1,0,1,0,4,2,0,1,2,0,1,0,0,0,0,1,0
"Australia","0000567","Female",3,2,3,3,4,4,3,1,4,4,2,0,0,0,1,2,0
"Australia","0000567","Female",3,0,2,4,4,3,1,1,1,1,1,1,1,0,1,0,1
"Australia","0000567","Female",1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4
"Australia","0000567","Female",2,2,3,3,4,4,2,3,2,0,2,2,1,2,0,2,2
"Australia","0000567","Female",2,2,2,4,3,3,1,1,3,0,1,0,0,0,0,1,0
"Australia","0000568","Male",0,0,1,2,3,2,1,2,1,0,2,0,0,0,0,2,1
"Australia","0000568","Male",2,4,4,1,1,3,0,2,1,0,3,2,1,2,0,3,1
"Australia","0000568","Male",3,3,1,0,3,3,3,3,3,0,3,2,2,1,0,3,1
"Australia","0000568","Female",0,0,0,3,3,3,0,2,1,0,1,0,1,1,0,2,1
"Australia","0000568","Male",2,1,0,2,3,3,1,2,2,1,2,0,2,0,0,2,0
"Australia","0000568","Female",0,0,3,1,1,0,1,1,0,0,2,1,1,2,0,3,0
"Australia","0000568","Female",4,2,1,4,4,4,4,4,4,3,4,0,1,1,0,4,2
"Australia","0000568","Male",0,0,0,3,4,4,2,1,0,2,1,1,1,0,0,3,1
"Australia","0000568","Female",1,0,4,4,4,NA,3,3,3,4,2,4,4,3,2,2,2
"Australia","0000568","Female",0,0,2,2,3,3,2,2,3,1,2,2,0,2,1,3,2
"Australia","0000568","Female",0,0,2,0,0,2,1,2,0,0,3,1,1,0,0,3,0
"Australia","0000568","Female",1,0,3,3,3,3,1,2,1,1,3,1,0,0,0,3,0
"Australia","0000568","Female",2,1,2,3,3,3,2,2,2,1,2,1,1,1,0,2,0
"Australia","0000568","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","0000568","Male",4,4,4,4,4,4,0,2,4,0,2,0,0,0,0,2,0
"Australia","0000568","Female",0,0,1,3,4,3,2,2,1,1,1,0,0,0,1,2,1
"Australia","0000568","Female",2,1,4,2,4,3,3,3,1,0,3,2,1,0,0,4,1
"Australia","0000568","Male",3,1,4,4,4,4,4,4,4,4,3,0,0,0,0,3,1
"Australia","0000568","Female",0,0,4,2,4,3,2,2,2,1,4,3,0,0,0,1,1
"Australia","0000568","Male",2,2,2,2,3,2,1,2,0,0,1,0,0,0,0,2,0
"Australia","0000568","Female",0,0,1,4,3,4,3,3,3,2,2,1,1,1,1,1,1
"Australia","0000568","Male",3,3,1,2,3,3,3,2,3,2,1,1,1,1,0,1,0
"Australia","0000568","Male",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"Australia","0000568","Male",0,0,3,3,4,4,4,4,4,0,3,3,3,3,3,3,0
"Australia","0000568","Male",3,3,2,0,2,1,2,2,2,0,3,1,0,1,0,2,0
"Australia","0000568","Male",0,1,3,3,3,4,3,4,2,1,2,2,2,2,0,2,0
"Australia","0000568","Female",0,0,2,2,2,2,2,2,1,0,3,2,1,1,0,4,0
"Australia","0000568","Male",0,1,0,0,1,4,0,1,2,0,3,1,0,0,0,3,1
"Australia","0000569","Female",0,0,1,1,3,3,0,3,3,3,1,0,0,0,0,1,0
"Australia","0000569","Male",3,2,4,3,3,4,4,3,1,0,0,2,3,1,NA,2,1
"Australia","0000569","Male",0,0,2,2,2,1,0,2,1,0,2,0,0,0,0,2,0
"Australia","0000569","Female",0,0,2,0,3,1,0,0,0,0,2,1,2,1,1,2,2
"Australia","0000569","Male",3,1,2,0,1,2,0,2,2,2,2,2,2,0,0,3,2
"Australia","0000569","Female",0,0,1,0,4,4,0,0,4,4,0,0,0,2,2,2,2
"Australia","0000569","Male",2,1,0,2,2,4,2,2,3,0,1,0,1,0,0,1,0
"Australia","0000569","Male",2,0,2,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Australia","0000569","Male",0,0,3,0,3,0,0,4,0,0,4,4,4,1,0,4,2
"Australia","0000569","Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Australia","0000569","Male",2,2,1,3,4,4,3,3,3,0,3,0,2,0,0,4,3
"Australia","0000569","Female",0,0,2,2,4,3,1,2,0,0,2,2,1,1,0,2,2
"Australia","0000569","Female",3,3,4,3,4,4,2,3,4,0,2,2,0,1,0,2,2
"Australia","0000569","Female",0,0,0,0,4,4,0,2,0,0,3,1,2,0,0,3,2
"Australia","0000569","Male",3,2,1,3,3,3,2,3,2,1,2,1,1,1,1,2,1
"Australia","0000569","Male",0,0,1,3,3,3,2,3,4,2,3,3,3,3,2,3,3
"Australia","0000569","Male",0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"Australia","0000569","Male",1,3,2,0,3,2,1,3,1,0,2,2,1,0,0,3,2
"Australia","0000569","Female",2,0,1,0,1,0,0,1,0,0,2,0,0,0,0,2,0
"Australia","0000569","Female",0,0,2,2,4,3,1,1,2,2,2,2,2,1,0,3,1
"Australia","0000569","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","0000569","Female",0,0,2,NA,4,2,0,0,3,4,1,1,0,0,0,2,2
"Australia","0000570","Male",2,1,2,2,3,2,2,2,2,0,3,2,2,2,1,3,1
"Australia","0000570","Male",2,2,3,2,4,3,3,3,2,0,3,2,2,2,2,3,1
"Australia","0000570","Male",0,0,2,0,4,4,1,3,1,0,3,2,2,2,2,4,2
"Australia","0000570","Male",1,1,2,2,3,3,1,1,2,0,2,2,1,1,1,2,0
"Australia","0000570","Male",1,1,2,4,4,3,2,2,3,1,3,2,3,3,3,4,2
"Australia","0000570","Male",2,2,1,1,2,2,0,1,0,1,3,1,1,0,2,3,1
"Australia","0000570","Male",0,3,2,0,4,4,4,4,4,0,4,2,1,4,3,3,2
"Australia","0000570","Male",0,0,2,1,3,3,3,2,4,0,4,4,4,4,4,4,4
"Australia","0000570","Male",3,3,2,4,4,4,2,2,4,1,2,0,1,2,1,3,3
"Australia","0000570","Male",3,2,3,0,3,3,2,2,3,0,3,2,NA,NA,NA,NA,NA
"Australia","0000570","Male",0,0,3,4,4,2,3,2,4,0,2,1,1,3,2,1,2
"Australia","0000570","Male",0,0,2,3,4,4,2,1,2,1,3,2,1,2,2,2,3
"Australia","0000570","Male",1,0,3,1,3,2,3,3,1,1,2,2,2,1,2,3,2
"Australia","0000570","Male",2,0,3,0,4,4,0,2,1,1,1,1,1,0,0,2,1
"Australia","0000570","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","0000570","Male",0,0,3,4,4,4,3,0,0,0,4,2,3,2,4,4,2
"Australia","0000571","Male",4,4,2,4,4,2,3,4,2,1,2,2,2,2,2,2,2
"Australia","0000571","Male",4,4,2,4,4,4,1,2,4,3,2,2,2,1,1,2,2
"Australia","0000571","Male",1,1,3,2,3,2,0,2,1,1,2,3,2,1,1,3,2
"Australia","0000571","Male",1,1,0,0,3,3,1,1,0,0,2,0,0,1,0,2,1
"Australia","0000571","Male",0,0,1,1,2,1,1,1,0,0,1,1,1,0,1,2,1
"Australia","0000571","Male",0,0,2,0,4,4,4,0,4,0,4,3,3,0,0,0,4
"Australia","0000571","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","0000571","Male",4,4,1,3,4,4,0,0,4,0,1,0,0,0,0,0,0
"Australia","0000571","Male",1,0,2,4,4,3,0,1,2,0,3,2,2,2,NA,NA,1
"Australia","0000571","Male",2,0,0,3,NA,NA,3,NA,4,1,1,0,1,0,0,1,0
"Australia","0000571","Male",3,1,4,1,3,3,2,2,1,1,2,2,1,0,1,2,1
"Australia","0000571","Male",0,2,1,0,1,1,1,2,2,1,1,1,0,0,0,1,0
"Australia","0000571","Male",3,0,2,4,4,4,2,1,4,0,3,2,2,2,1,1,0
"Australia","0000571","Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Australia","0000571","Male",3,1,3,0,1,2,2,2,3,2,0,2,2,2,2,2,2
"Australia","0000571","Male",2,2,2,3,3,3,2,1,0,1,3,1,2,0,1,3,1
"Australia","0000571","Male",0,0,3,0,4,4,1,3,3,0,3,2,2,1,0,4,4
"Australia","0000571","Male",2,1,2,1,3,3,3,2,2,1,2,2,3,2,1,2,1
"Australia","0000571","Male",1,3,2,3,3,3,1,2,1,0,2,0,2,2,0,3,2
"Australia","0000572","Female",3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
"Australia","0000572","Female",3,1,3,4,4,4,2,3,4,4,1,0,0,0,0,1,0
"Australia","0000572","Female",0,0,2,4,4,4,1,2,2,2,2,1,0,2,0,2,1
"Australia","0000572","Female",1,0,1,4,4,4,2,1,4,4,2,1,0,0,0,1,0
"Australia","0000572","Male",4,4,3,3,3,3,2,2,2,1,0,0,0,0,0,0,0
"Australia","0000572","Male",2,0,3,3,4,4,4,2,1,0,2,0,1,0,0,2,2
"Australia","0000572","Male",2,1,1,0,4,3,1,1,3,1,1,0,0,0,0,0,0
"Australia","0000572","Female",2,1,0,4,4,4,2,4,4,1,0,0,0,0,0,2,2
"Australia","0000572","Female",0,0,2,2,4,4,3,1,4,4,0,0,1,0,0,3,0
"Australia","0000572","Male",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Australia","0000572","Male",3,2,1,2,3,1,0,3,4,4,0,0,0,0,0,0,0
"Australia","0000572","Female",3,0,2,3,4,4,0,2,4,3,2,1,0,0,0,3,1
"Australia","0000572","Male",3,0,0,4,4,4,0,0,0,2,1,0,0,0,0,0,0
"Australia","0000572","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","0000572","Female",3,2,2,2,4,4,1,1,4,3,1,0,1,0,0,1,0
"Australia","0000572","Female",4,4,0,4,4,4,0,0,4,4,0,0,0,0,0,2,0
"Australia","0000572","Female",3,1,4,1,4,4,4,4,4,3,4,0,0,2,1,3,1
"Australia","0000572","Male",3,2,0,4,4,3,0,0,2,0,0,0,0,0,0,0,0
"Australia","0000572","Female",0,0,2,4,4,4,2,4,4,3,3,0,3,1,0,4,1
"Australia","0000572","Male",3,3,2,1,2,3,2,3,2,3,2,3,3,3,2,2,3
"Australia","0000572","Female",0,0,2,3,3,2,2,3,0,0,2,2,2,0,0,2,2
"Australia","0000572","Male",3,2,3,3,3,3,2,3,3,2,2,2,0,0,0,2,1
"Australia","0000572","Female",3,2,2,4,4,4,0,0,1,1,0,1,0,0,0,2,0
"Australia","0000572","Male",0,1,2,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"Australia","0000573","Female",0,0,2,0,3,3,2,2,2,2,4,3,1,2,0,4,2
"Australia","0000573","Female",2,0,2,0,1,1,0,1,1,0,3,2,1,1,3,4,2
"Australia","0000573","Female",1,0,2,2,4,3,1,2,2,1,2,2,1,2,1,2,2
"Australia","0000573","Female",0,0,2,0,4,3,3,3,2,1,4,3,3,0,3,4,2
"Australia","0000573","Female",0,0,2,0,4,0,0,2,2,0,3,3,1,3,3,3,3
"Australia","0000573","Female",1,0,4,4,4,NA,3,2,2,0,4,4,2,4,3,4,4
"Australia","0000573","Female",1,0,1,0,4,4,2,2,2,2,3,2,1,0,0,2,1
"Australia","0000573","Female",0,0,4,3,4,4,3,4,4,1,3,4,4,2,0,4,2
"Australia","0000573","Female",1,1,2,4,4,3,2,3,2,1,3,3,3,3,2,4,3
"Australia","0000573","Female",2,0,3,3,3,2,2,2,2,0,3,3,3,3,3,3,3
"Australia","0000573","Female",4,0,3,3,3,3,1,2,2,2,3,2,2,1,2,3,1
"Australia","0000573","Female",3,0,2,4,4,3,2,3,3,1,3,1,0,1,0,3,1
"Australia","0000573","Female",1,0,2,0,4,4,2,1,2,1,4,2,1,1,1,3,2
"Australia","0000573","Female",0,0,4,1,4,2,4,4,1,1,3,2,2,3,3,3,1
"Australia","0000573","Female",0,0,0,0,3,3,0,0,1,0,3,2,2,0,0,4,2
"Australia","0000573","Female",0,0,2,4,4,2,2,4,3,1,4,3,3,1,1,3,3
"Australia","0000573","Female",0,0,2,0,4,4,2,3,4,1,2,2,1,2,2,3,2
"Australia","0000573","Female",1,0,2,0,2,2,0,2,1,0,3,2,2,0,0,3,1
"Australia","0000573","Female",2,0,1,3,4,3,4,4,3,0,4,3,3,4,3,4,4
"Australia","0000574","Female",0,0,2,0,0,2,0,1,1,0,2,0,0,0,0,3,0
"Australia","0000574","Female",0,0,1,0,3,2,1,0,3,0,2,0,0,0,0,3,0
"Australia","0000574","Male",0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0
"Australia","0000574","Male",3,3,2,3,3,4,0,2,1,0,1,0,0,0,0,3,0
"Australia","0000574","Female",1,0,2,2,2,3,1,0,1,1,2,0,0,0,0,2,1
"Australia","0000574","Female",2,1,3,0,0,2,1,2,1,0,3,1,0,1,1,3,1
"Australia","0000574","Female",0,0,4,0,4,2,1,2,1,1,3,2,1,0,0,4,2
"Australia","0000574","Female",1,0,1,1,4,3,2,2,4,3,1,1,0,0,0,2,1
"Australia","0000574","Female",1,1,0,4,4,3,2,1,1,0,2,1,NA,0,0,2,0
"Australia","0000574","Male",3,3,2,2,1,1,0,0,4,0,2,0,0,0,0,1,0
"Australia","0000574","Female",0,0,1,0,4,4,0,1,0,0,0,0,0,0,0,0,0
"Australia","0000574","Female",4,3,2,0,4,4,1,2,4,4,2,0,0,0,0,2,0
"Australia","0000574","Female",2,0,1,1,3,3,1,1,0,0,2,0,0,0,0,2,0
"Australia","0000574","Male",2,1,2,4,4,3,2,2,0,0,2,0,0,0,0,2,0
"Australia","0000574","Male",3,NA,3,3,4,4,3,4,4,2,2,0,0,1,0,2,0
"Australia","0000574","Female",3,0,2,2,3,3,0,1,0,0,0,0,0,0,0,0,0
"Australia","0000574","Male",0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Australia","0000575","Male",0,0,2,0,4,0,0,0,4,0,1,0,0,0,0,2,0
"Australia","0000575","Male",4,2,1,3,4,4,4,2,2,0,1,1,0,0,0,1,2
"Australia","0000575","Female",0,0,2,0,4,1,1,1,2,0,1,0,0,0,0,0,0
"Australia","0000575","Female",2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,2,0
"Australia","0000575","Female",1,0,0,0,4,4,0,0,4,0,1,0,0,0,0,1,0
"Australia","0000575","Female",3,3,3,3,4,4,2,3,4,0,0,0,0,0,0,0,0
"Australia","0000575","Male",1,0,2,4,4,3,2,2,4,1,1,1,0,0,1,3,0
"Australia","0000575","Male",0,0,1,0,4,3,3,2,2,0,1,0,0,0,0,2,0
"Australia","0000575","Female",0,2,1,2,4,1,2,2,1,2,2,0,0,0,0,2,1
"Australia","0000575","Male",2,0,4,4,4,4,0,0,4,4,1,0,0,0,0,4,0
"Australia","0000575","Male",3,3,0,3,4,4,0,4,1,0,0,0,0,0,0,0,0
"Australia","0000575","Male",2,4,1,4,4,4,0,0,4,0,0,0,0,0,0,0,0
"Australia","0000575","Male",0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0
"Australia","0000575","Male",3,2,2,3,3,3,1,2,3,0,1,0,0,0,0,1,0
"Australia","0000576","Female",0,0,2,0,3,3,2,3,3,0,3,1,0,2,1,4,1
"Australia","0000576","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","0000576","Male",3,0,3,0,0,1,1,1,0,0,2,2,1,1,1,2,0
"Australia","0000576","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","0000576","Male",3,3,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1
"Australia","0000576","Male",2,0,0,0,2,2,0,0,2,0,1,0,0,0,0,2,0
"Australia","0000576","Female",0,0,2,3,4,4,3,3,4,4,3,0,1,2,0,2,0
"Australia","0000576","Female",2,0,0,0,4,3,0,1,2,0,2,1,0,1,0,1,0
"Australia","0000576","Female",1,1,3,3,3,3,1,3,1,0,3,3,2,0,1,3,1
"Australia","0000576","Male",3,0,0,4,4,4,0,1,2,0,0,0,0,0,0,0,0
"Australia","0000576","Male",0,3,0,0,4,4,0,4,0,0,3,0,0,1,1,4,1
"Australia","0000576","Female",1,0,2,0,4,4,1,2,2,0,2,0,2,0,0,1,0
"Australia","0000576","Female",1,1,3,3,4,3,0,1,2,0,1,1,1,0,0,1,0
"Australia","0000576","Male",2,1,1,3,3,4,0,3,3,0,2,1,0,0,0,2,0
"Australia","0000576","Female",1,0,2,2,2,3,0,2,3,2,3,2,2,1,1,2,2
"Australia","0000576","Female",0,0,1,0,2,2,0,3,2,0,4,1,0,0,0,4,1
"Australia","0000577","Male",0,0,2,4,4,4,3,3,2,1,2,3,0,0,0,1,1
"Australia","0000577","Female",0,0,0,4,4,2,3,4,4,2,2,0,0,0,0,3,3
"Australia","0000577","Male",2,0,1,0,0,2,1,0,3,0,1,0,0,0,0,2,0
"Australia","0000577","Male",2,3,2,3,4,3,2,2,2,1,3,0,1,0,0,2,2
"Australia","0000577","Female",0,0,3,2,4,4,0,2,4,3,2,0,0,0,0,2,1
"Australia","0000577","Female",1,0,3,0,1,3,1,1,1,0,2,1,0,0,0,2,1
"Australia","0000577","Male",2,2,1,1,1,3,3,2,4,2,3,2,1,3,1,2,1
"Australia","0000577","Female",0,0,2,0,4,4,4,1,4,1,3,2,1,1,0,4,1
"Australia","0000577","Male",0,3,4,3,2,2,3,4,2,0,3,4,1,2,0,2,2
"Australia","0000577","Male",1,1,1,4,4,4,2,3,3,1,3,3,0,1,0,2,3
"Australia","0000577","Female",1,0,1,0,3,2,2,2,2,2,2,1,0,0,0,2,1
"Australia","0000577","Male",1,1,3,3,4,4,4,4,3,0,2,0,0,0,0,2,2
"Australia","0000577","Male",0,0,0,NA,3,3,0,1,0,0,2,1,0,0,0,2,0
"Australia","0000577","Male",2,0,2,1,2,3,2,2,1,0,3,0,0,1,1,2,0
"Australia","0000577","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","0000577","Female",1,2,2,0,4,4,0,2,4,4,2,1,3,0,0,3,0
"Australia","0000577","Female",0,0,2,0,3,2,3,2,2,0,2,2,2,1,2,2,1
"Australia","0000578","Male",0,0,2,2,2,2,0,3,0,0,2,0,2,0,2,2,0
"Australia","0000578","Female",2,0,3,2,4,4,1,2,4,1,2,0,0,1,0,3,1
"Australia","0000578","Male",2,2,1,1,3,4,3,0,0,0,3,0,1,0,0,1,1
"Australia","0000578","Male",2,2,1,2,3,2,1,1,2,1,2,0,1,0,0,1,0
"Australia","0000578","Female",4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4
